"","hard","image","age","sex","income_ord","education_ord","nonresponse_choice_count","ResponseId"
"788",0,1,22,"Masculino",0,3,0,"R_2aaZWvluIL7diOe"
"789",0,1,24,"Feminino",1,2,1,"R_1rfhCVZuUCKfwQk"
"790",1,0,23,"Feminino",0,2,0,"R_4T440AwSUinP9Ad"
"791",0,1,59,"Masculino",0,3,3,"R_sNm6UzJvyqWT6Mx"
"792",1,0,46,"Masculino",0,1,0,"R_3D6j8BTLl9PT2ni"
"793",0,1,22,"Masculino",0,2,0,"R_3KOyxkeQcNASyLn"
"794",0,0,23,"Masculino",3,3,0,"R_3fNssLlbiNxT6J1"
"795",0,1,22,"Feminino",1,2,0,"R_32K49gJxGbh4A92"
"796",0,0,56,"Feminino",0,2,0,"R_pQwdxlwz8x4ovpn"
"797",0,1,21,"Feminino",0,2,0,"R_2wEtTRoelDpJ6MF"
"798",0,0,37,"Masculino",0,2,0,"R_8pF6HFcxfEXzMAN"
"799",0,1,45,"Masculino",0,0,0,"R_1o1lpQUfZRaIwqR"
"800",0,1,20,"Feminino",0,2,0,"R_1jOkbNPcFpja4W2"
"801",1,1,35,"Masculino",0,1,0,"R_1IREaUa77staA5g"
"802",0,1,48,"Masculino",0,2,0,"R_3Mhu77ciRhN4XzZ"
"803",1,1,58,"Masculino",0,2,0,"R_1E4eg0CUGoCFNVT"
"804",0,1,29,"Feminino",0,2,0,"R_3dLg7jXny3q2MCZ"
"805",1,1,55,"Masculino",0,2,0,"R_2CvSRR637NWJ7Lf"
"806",0,1,27,"Masculino",0,2,0,"R_PM1B3rkiBhlueAh"
"807",1,1,41,"Feminino",0,1,0,"R_2cw07o9WsX7waKd"
"808",1,1,42,"Masculino",0,2,0,"R_2siCPKBXzU6wbfj"
"809",NA,1,19,"Feminino",0,2,0,"R_ufUFh5Ivvnzk425"
"810",0,1,43,"Masculino",0,1,0,"R_2c17eBHv6qbMSwa"
"811",0,1,23,"Feminino",2,3,0,"R_2y9H08U4gw7peFv"
"812",0,1,23,"Masculino",0,2,0,"R_3JJEiuVSLXTUlG2"
"813",0,1,26,"Masculino",0,2,0,"R_1jZlLtUEtA5rubv"
"814",0,0,47,"Masculino",1,3,0,"R_2SoBmlrZxgpykAx"
"815",1,1,21,"Feminino",0,2,3,"R_3R7RDalOU7Pftor"
"816",0,1,23,"Feminino",2,3,2,"R_r9fdWoAfjFK6LJf"
"817",0,1,22,"Feminino",3,2,0,"R_3KoxyJMeRHpB8qo"
"818",1,1,43,"Feminino",0,2,1,"R_9n9UF9eW0qgHAPL"
"819",1,1,51,"Masculino",0,2,0,"R_3CWxlpYcwLJWC3o"
"820",1,1,23,"Feminino",0,2,0,"R_1f7VcE0gcBEiEdx"
"821",1,1,25,"Masculino",0,1,0,"R_O3B7lVvfJaYOiv7"
"822",1,1,21,"Masculino",0,2,0,"R_3JgFK9EtKBQcrbH"
"823",1,1,22,"Feminino",0,2,0,"R_1dLI858w9IrlAn3"
"824",1,1,23,"Masculino",0,2,0,"R_1EXtUcyZ9ivKUW1"
"825",0,1,32,"Feminino",0,1,3,"R_25WQ5pNJhlM3Jb3"
"826",0,0,25,"Masculino",0,2,2,"R_2s1JlsPKjDWkV3B"
"827",1,1,23,"Feminino",0,2,0,"R_31Y5bDkpazvqmCc"
"828",NA,1,24,"Feminino",0,3,0,"R_3oMHz5AlhZ7gTEE"
"829",1,0,20,"Feminino",0,2,1,"R_2b0LHUwlyO0fbMY"
"830",1,1,29,"Feminino",0,1,0,"R_2uPqkPMxQblccTO"
"831",NA,1,29,"Feminino",0,NA,0,"R_2CJ7YbASaULaWKA"
"832",NA,0,54,"Feminino",0,2,0,"R_1djpgTMOaxLTQZ1"
"833",1,1,22,"Feminino",0,2,0,"R_PBY3vQ2Iohtsiqt"
"835",0,1,46,"Masculino",1,2,0,"R_3nxbkHGCPEU4pnp"
"836",0,1,43,"Masculino",0,2,0,"R_1DLOhAsugeLRTAr"
"837",1,0,24,"Feminino",1,3,0,"R_3pm3kKCYRmbi8Vc"
"838",0,1,45,"Masculino",0,2,0,"R_3IRcyFPn6D6PZCe"
"839",0,0,53,"Masculino",0,2,0,"R_2WThM7cTaDI5WCx"
"840",0,1,22,"Feminino",2,3,0,"R_3R87Y2b50W9ht1J"
"841",1,1,23,"Feminino",0,2,0,"R_3g0cpF1H1goKQNZ"
"842",0,1,59,"Masculino",0,2,2,"R_1jZmBFvhfWC33nU"
"843",0,1,40,"Feminino",0,2,0,"R_2dmgbjubjNrkyFl"
"844",0,1,38,"Feminino",0,3,0,"R_cZ7ZnAl7dVIlmyR"
"845",0,0,35,"Feminino",1,2,0,"R_3EEadQn9sIeCepw"
"847",1,1,23,"Feminino",1,2,0,"R_qK2foQ3TainPmr7"
"848",0,0,18,"Masculino",2,2,0,"R_xnIunSV2mgNg79D"
"849",0,0,55,"Masculino",0,2,0,"R_WCfwRvWAcLxzDZ7"
"850",1,0,24,"Feminino",2,3,0,"R_2R9Zpd0b23Sjw4l"
"851",1,0,40,"Feminino",0,3,0,"R_2ZE2cJihX3xCz8J"
"852",0,1,29,"Masculino",0,1,0,"R_3pbECVZ66uG3Me5"
"853",0,0,39,"Feminino",0,2,0,"R_2YsN4DeG14rSmcm"
"854",0,1,51,"Feminino",0,2,3,"R_2Cm5QsXsJKI4gsw"
"855",1,0,21,"Masculino",1,2,0,"R_1AeVR4M8TnelbpL"
"856",0,1,32,"Feminino",0,3,0,"R_3Mg0D8qv1ig21cl"
"857",0,0,24,"Feminino",1,3,0,"R_sGctOtEVvHH5jIB"
"858",0,1,24,"Masculino",2,3,0,"R_QbwiESslTfKUm2J"
"859",1,0,43,"Masculino",0,1,0,"R_2pL7PrgzuwiFiZw"
"861",0,1,21,"Masculino",1,3,0,"R_3PUnEezGNFZ3bUn"
"862",1,1,47,"Feminino",0,1,0,"R_C4f5qnfp22CBHZn"
"863",0,1,24,"Masculino",1,3,0,"R_3Hv1lik2ihPNAh5"
"864",0,1,22,"Feminino",0,2,0,"R_1EZlr3HAr0C12hP"
"865",0,1,47,"Masculino",0,1,0,"R_1hXWZPi4fdLkbPN"
"867",1,1,34,"Masculino",0,2,0,"R_30vDGSWWpJsLMle"
"869",0,1,20,"Feminino",0,2,0,"R_DIx2DLZuYCHSa8F"
"870",1,0,24,"Masculino",0,2,0,"R_AuJmn2gPLeBenfz"
"871",1,1,21,"Feminino",0,2,0,"R_V4LRiirncS4CZQB"
"873",0,1,20,"Masculino",1,2,0,"R_2TLhyVqoCcQtbmK"
"874",1,0,39,"Feminino",0,1,0,"R_1pljpdYeVOn3qw2"
"875",0,1,22,"Feminino",0,3,0,"R_1gnFac6zkr5AqD5"
"877",1,1,57,"Masculino",0,1,0,"R_2yslcs6nSndgLMN"
"878",0,1,24,"Feminino",0,2,0,"R_3LjYCgAAQnuXnwk"
"879",0,1,30,"Masculino",0,2,2,"R_UPCwotzzbndlX4l"
"880",0,1,22,"Feminino",2,2,0,"R_1QMUIoZLvRg02n6"
"881",0,1,44,"Feminino",1,2,0,"R_337NbAyksdoteDG"
"882",0,1,22,"Feminino",2,2,0,"R_3n8aQ48lfADrcxt"
"883",1,0,21,"Feminino",1,2,0,"R_Wk5zF7BHIIvY1e9"
"884",NA,1,27,"Feminino",0,2,0,"R_2CULYWyYUoPS9HW"
"885",1,1,20,"Feminino",1,2,0,"R_bCN5Fc7WVPkZjNv"
"886",1,1,18,"Feminino",0,1,0,"R_3iqbob7zZdy8Bbi"
"887",0,1,22,"Feminino",0,2,0,"R_3I3kg1fAVhsgp93"
"888",1,1,19,"Feminino",0,2,0,"R_2roTFaCPimm3qqR"
"889",0,1,18,"Feminino",0,2,0,"R_3neWECxsvIHmCKy"
"890",0,1,21,"Feminino",0,2,0,"R_1DpVBWXbIIKqNtY"
"891",0,0,19,"Feminino",0,2,0,"R_vDcArXBgdK9PU0F"
"892",NA,0,21,"Feminino",0,2,0,"R_DHMbaUxRSLIYQnv"
"893",0,1,32,"Masculino",0,2,0,"R_12Jt94mFXHEhs6V"
"894",0,1,36,"Masculino",1,2,0,"R_R3abz3OYLJUGxnr"
"895",1,1,47,"Masculino",1,3,0,"R_2aE6eD2WoZHb1pa"
"896",0,1,23,"Masculino",0,1,0,"R_31YGfhln3CC01uw"
"897",0,0,24,"Feminino",1,2,0,"R_3EcKJW7Mi58QfKn"
"898",0,1,20,"Feminino",0,0,0,"R_ZCrPs5k5gtacE37"
"899",1,1,19,"Feminino",0,2,0,"R_vwRAf0mNlQzA6FH"
"900",0,0,20,"Feminino",0,2,1,"R_3PKWQFg3PaUKeT9"
"901",1,1,18,"Masculino",0,2,0,"R_30rhpIJasRvKDD7"
"903",1,1,20,"Masculino",0,2,0,"R_2y3YJ7tu6hTN9mc"
"907",0,1,22,"Feminino",1,3,0,"R_2Wu5ZifmjbHjiE9"
"909",1,1,25,"Feminino",0,2,0,"R_1C1N51owmmb3R3U"
"910",0,1,24,"Masculino",0,3,0,"R_2s1q1VBMeZdbir5"
"911",0,1,22,"Masculino",1,2,0,"R_2AGeyNh1QNNFmoF"
"912",0,1,22,"Feminino",2,3,0,"R_2duTMBhenTg9v56"
"913",0,1,37,"Masculino",1,2,0,"R_0oJgjnI7aMzxtZv"
"914",0,1,22,"Masculino",0,2,0,"R_3dPNDBsCbb3u3u5"
"915",0,1,24,"Feminino",1,3,0,"R_A4XqJpB9H2pH0dz"
"916",1,1,21,"Feminino",1,2,0,"R_2Xjjyq3W2V2tXhy"
"917",1,0,36,"Masculino",0,1,0,"R_2XoBa61KPR9x3d2"
"918",1,1,50,"Masculino",0,2,3,"R_aXLAbNV8Z074Up3"
"919",1,1,21,"Feminino",1,2,0,"R_eQATbH6IAbhhSDf"
"920",0,1,20,"Feminino",3,2,0,"R_2uqwaV2lOXtB8Z1"
"921",1,1,19,"Feminino",0,2,0,"R_12Sl4VfZglgsYaC"
"922",0,1,23,"Feminino",0,2,0,"R_blQa7REImITfoSl"
"923",1,1,23,"Masculino",0,2,0,"R_233RqEB8sC5mtJD"
"924",1,1,24,"Feminino",0,2,0,"R_r88eUpKuqDGV4ZP"
"925",NA,1,32,"Masculino",1,3,0,"R_2WNHrzOGrsVkbQ9"
"926",0,0,23,"Masculino",0,2,0,"R_2wcyBEqi3iIRv0r"
"927",0,1,30,"Masculino",0,2,0,"R_u2GIpdoPcGhZTKp"
"928",0,0,25,"Feminino",0,2,0,"R_23V3a4Lk52F4NEh"
"929",0,1,32,"Feminino",0,1,0,"R_1py5NqOInu5SHgs"
"930",1,0,44,"Feminino",0,1,0,"R_2uQFJmCJRZm4oy1"
"931",1,1,32,"Masculino",0,2,0,"R_1HkrroYFzg7Zytr"
"932",0,0,29,"Feminino",0,2,0,"R_sbf6FKeaAnKR8oV"
"933",0,1,24,"Feminino",2,3,0,"R_6hvjzhlKdL1lN85"
"934",1,1,51,"Feminino",0,1,0,"R_3iIjxpoWqqeWP2b"
"935",0,1,38,"Masculino",0,1,0,"R_3QEKnCvcV2vEqX7"
"936",1,1,23,"Masculino",0,2,0,"R_1QVxoIAOsJshxTj"
"938",0,1,46,"Masculino",0,2,0,"R_3qstnVP4RPdIDqo"
"940",1,1,48,"Feminino",0,1,0,"R_2uyPwT98imvifuI"
"941",0,1,30,"Feminino",0,2,0,"R_r0lpeUIDpdpdN1T"
"942",0,1,23,"Feminino",1,2,0,"R_2VJapCsNEguFtOj"
"943",1,1,22,"Masculino",0,2,0,"R_1QLpumSu9vC29wn"
"944",NA,1,62,"Masculino",0,2,0,"R_1cZgmoM57Lnogco"
"945",0,0,20,"Feminino",1,2,0,"R_1Hq7PoExCtrCNRN"
"946",NA,1,24,"Masculino",0,2,0,"R_yIOspflCGTkK7sJ"
"947",1,1,21,"Feminino",0,2,0,"R_3PdUGAfTU9IRKOl"
"948",0,1,23,"Feminino",0,2,0,"R_x33VHfnhgiMfwdj"
"949",1,1,51,"Masculino",0,2,0,"R_4H2c0CW20u86eMp"
"950",0,0,23,"Masculino",0,2,0,"R_RmEJf1Y03sh6KzL"
"951",0,1,24,"Feminino",1,3,0,"R_31NKo88tSLW1JRD"
"952",0,1,21,"Feminino",0,2,0,"R_sIh0NwS3i7iEKZ3"
"953",0,1,21,"Masculino",0,1,0,"R_2QfjPvBUj6Gc3zT"
"954",0,0,22,"Masculino",0,3,0,"R_3R8eVIIyLD5pefm"
"955",0,1,24,"Feminino",1,3,0,"R_1rPu2zFahSP4RDM"
"956",0,0,21,"Masculino",0,2,1,"R_28OQmEqq2je3tMa"
"957",1,1,23,"Feminino",0,2,0,"R_3dWEic123oXxlDq"
"958",0,1,23,"Masculino",2,2,0,"R_aWeFwU0OfCcBoiJ"
"959",0,1,46,"Masculino",0,2,0,"R_tXTLZOz2zBQzpQZ"
"960",0,1,26,"Feminino",0,2,0,"R_3efA5TP74iPHxX7"
"961",0,1,23,"Masculino",2,3,0,"R_sMxMURh2feaaf85"
"962",0,1,28,"Feminino",0,3,0,"R_OD8cbTnidHkHIoV"
"963",1,0,30,"Feminino",0,2,0,"R_3MGTaRHB40Yl22I"
"964",1,0,22,"Feminino",0,2,0,"R_1plqITmZYL4fXnn"
"965",1,1,19,"Masculino",0,3,0,"R_3nDcpiYBj5q25Jm"
"966",1,1,40,"Masculino",0,0,1,"R_qC78En6Dxdfb6YF"
"967",0,1,24,"Feminino",2,3,0,"R_2zJ62qBfnPqXShd"
"968",1,0,21,"Feminino",0,2,0,"R_2zV12EXdtxoe8eA"
"969",0,1,22,"Feminino",0,1,0,"R_3s1FfSL41smSGcL"
"970",1,1,32,"Feminino",0,1,0,"R_2zHY9qiAzo1UByC"
"971",0,1,20,"Masculino",0,2,0,"R_3OkwBd4s5vrDJEJ"
"972",NA,0,22,"Masculino",0,2,3,"R_RsmdIZvz9AyIMbn"
"973",0,1,23,"Feminino",0,2,0,"R_3nucEgv2VYXnwUk"
"974",1,1,24,"Feminino",2,3,0,"R_UmVOhJJ54kw5sC5"
"975",1,1,20,"Masculino",1,1,1,"R_1FOLy6pl3l3xAM5"
"977",NA,1,34,"Masculino",0,0,0,"R_122N545S783xdL4"
"978",0,1,23,"Feminino",0,3,0,"R_31XcW3W1leMHSBZ"
"979",1,1,26,"Masculino",1,3,0,"R_3jU1mVnGjRMFRR0"
"980",1,1,28,"Masculino",0,0,0,"R_30plhRPl25HneyW"
"981",1,1,22,"Masculino",0,2,0,"R_2coPSHHAI0BCa8o"
"982",0,1,42,"Masculino",3,3,0,"R_33y7fjAcVw5dfGY"
"983",0,1,24,"Masculino",2,4,0,"R_1K8AT7kqhRJhhQ0"
"984",1,1,24,"Feminino",1,3,0,"R_2wAePYYUKQOIsm6"
"985",1,1,19,"Masculino",0,2,0,"R_2ASRMdEYvywNXzj"
"986",0,1,24,"Masculino",1,3,2,"R_26lgWOUbrqx6Ji5"
"987",1,1,24,"Feminino",3,3,0,"R_3iC0wdJSzF3XeX8"
"988",NA,1,50,"Masculino",0,1,0,"R_2zu4TczT3wcYngK"
"989",0,0,24,"Feminino",0,3,0,"R_TvYAXkbz3LjDzaN"
"992",1,0,21,"Feminino",1,2,0,"R_2CTkv50FWJ4fHKe"
"993",1,0,26,"Feminino",0,1,0,"R_5cCaKXiOB1ZYuB3"
"994",0,0,18,"Masculino",0,2,0,"R_Qg3aA4UhxITO90Z"
"995",0,1,57,"Masculino",2,3,0,"R_3L8d5saSzi8ZeWC"
"996",0,1,24,"Masculino",0,2,0,"R_Rn8DFXUmGCVc9H3"
"997",0,1,23,"Masculino",0,2,0,"R_2rNRRkSxaeXWfqI"
"998",0,0,18,"Feminino",2,2,0,"R_2Sq7FYqNRqNuOsw"
"999",0,1,31,"Feminino",1,3,0,"R_Zw5yMloEm0Sccs9"
"1000",0,1,46,"Masculino",0,2,1,"R_1jVytV2o8MVNK6Z"
"1001",0,1,21,"Feminino",2,2,0,"R_2tytCev8USEvnFS"
"1002",1,1,35,"Masculino",1,1,0,"R_1jwvhjJeX2Tgw19"
"1003",0,1,24,"Masculino",2,2,0,"R_3n1KRYXGNt3I2rR"
"1004",0,1,22,"Feminino",0,3,0,"R_xsW3psXZTEP5Ti1"
"1005",1,1,44,"Masculino",0,0,3,"R_30iZP9mcxShNIMx"
"1006",0,1,21,"Feminino",1,2,0,"R_1dsEAcxwmSH3Pdv"
"1007",NA,1,23,"Feminino",0,NA,0,"R_1jAJtF4DAt9SYHd"
"1008",0,0,21,"Masculino",2,2,3,"R_3jerr0FpBpcPw6N"
"1009",1,1,24,"Feminino",1,2,0,"R_21jgmh9gxm5XQUx"
"1010",0,1,50,"Masculino",0,1,3,"R_3OiVoKUc3cNsnNy"
"1011",0,0,18,"Feminino",0,1,0,"R_TaPDHDb7HEzxlrX"
"1012",0,1,33,"Feminino",1,3,0,"R_YYXit5oz175REul"
"1013",0,1,22,"Feminino",0,2,0,"R_Q6p2Ctm4c8b8asx"
"1014",0,0,23,"Feminino",1,2,0,"R_2P1hZd7mnTbpvIq"
"1015",0,0,34,"Feminino",0,1,0,"R_2wpnf1Hhs4hzAh5"
"1016",0,1,23,"Feminino",1,3,0,"R_10ou4gEeN7o8iQH"
"1017",0,1,24,"Feminino",1,2,0,"R_3DdMjku0bqQFi2R"
"1018",0,1,23,"Masculino",0,2,0,"R_8va3FaMXIQ9bdp7"
"1019",1,1,24,"Feminino",0,3,0,"R_2VyiSm0YyYJz92W"
"1020",0,1,18,"Masculino",1,2,0,"R_AtD87eijxQmTv4B"
"1021",1,1,49,"Feminino",0,1,0,"R_24HIhrFzNN4IHI8"
"1022",1,1,30,"Feminino",0,1,0,"R_1JR5lBjC2hoQ0nz"
"1023",1,1,20,"Masculino",1,2,0,"R_2CgnwfvUstW7IOv"
"1024",0,1,22,"Feminino",0,2,0,"R_2EmYF7uFgfiyTsl"
"1025",1,1,42,"Masculino",1,1,0,"R_2QlEwlVjPEHFHJu"
"1026",1,1,52,"Feminino",0,1,0,"R_zeDJqiMDfmPyy5z"
"1027",1,1,20,"Feminino",0,2,0,"R_bkZs3ClSBCPixIR"
"1028",1,0,20,"Feminino",0,2,0,"R_3P7Evf82qWNNOC8"
"1029",0,1,24,"Masculino",2,3,0,"R_1CaqNRcW7sd5tP5"
"1030",0,1,18,"Masculino",0,2,0,"R_2wKp6CqhXUidhm2"
"1031",1,1,22,"Feminino",0,2,0,"R_qXFq8FK3Holvafv"
"1032",0,1,22,"Masculino",1,2,0,"R_z6ZpbjbBPPmSmQ1"
"1033",1,1,18,"Feminino",1,2,0,"R_3r2oHvxNJwh0wDa"
"1034",1,1,20,"Feminino",0,3,0,"R_xmXj7DK6iMhJpNn"
"1035",0,0,51,"Feminino",3,3,0,"R_2cqLQvkMXFH94t9"
"1038",1,1,20,"Feminino",1,2,0,"R_2VgB6eMBrCC0AHj"
"1039",0,1,20,"Feminino",1,2,0,"R_10ooPDjIpWWyxjd"
"1040",1,1,19,"Masculino",0,1,0,"R_0PM4lfq9TS9eff3"
"1043",1,1,23,"Masculino",0,3,0,"R_1M0Y68DX4gCxvbg"
"1044",0,0,25,"Feminino",0,2,0,"R_ZKqn6sJzdyVVGLL"
"1045",1,1,24,"Feminino",1,2,0,"R_9EUfQEQQqnNWxBD"
"1046",0,1,24,"Feminino",0,2,0,"R_RtpP0ULhSjsWCdP"
"1047",0,0,24,"Feminino",0,2,0,"R_1QEOzNJ68BWsGCH"
"1048",1,0,19,"Feminino",0,2,0,"R_1JOYkot59HBa159"
"1050",1,1,24,"Masculino",0,0,0,"R_8odukPbDBHyMO2Z"
"1052",0,1,49,"Feminino",1,2,0,"R_wMjEZOrlLTN5pZf"
"1053",0,1,22,"Feminino",1,3,0,"R_2asoFMMpXgokDgv"
"1054",0,1,47,"Masculino",0,2,0,"R_1gGzUt5TrpBDJxA"
"1056",0,1,33,"Masculino",0,2,0,"R_ZeiwR0Ta7BHPBQt"
"1057",1,1,23,"Masculino",0,2,0,"R_BSe4dFC5ZEHpeHT"
"1058",1,1,24,"Feminino",0,2,0,"R_RVq6fUmBOUcFRpD"
"1060",0,1,49,"Feminino",0,2,0,"R_PTyffnOWCWh8S2t"
"1061",0,0,32,"Masculino",0,2,0,"R_2tDzk8UuyTTH8rE"
"1062",1,1,24,"Feminino",1,2,0,"R_2QWD18XTBa7yXVh"
"1063",1,1,18,"Feminino",0,2,0,"R_2zI66rup6glKkJh"
"1064",0,1,20,"Feminino",0,2,0,"R_9GNC1VQtA0xYgiR"
"1065",0,1,22,"Masculino",0,2,0,"R_TmXqmI5i1GustFv"
"1066",1,1,30,"Feminino",0,1,0,"R_3g7nyiwKQhp9Pjc"
"1067",0,1,57,"Masculino",0,1,3,"R_1HnJHaspyeawRen"
"1068",1,1,23,"Masculino",0,2,0,"R_2dsDOz27KQaFVAm"
"1069",1,1,22,"Feminino",0,2,0,"R_3HNzRot2qiChSj0"
"1070",1,0,43,"Masculino",0,3,1,"R_1pSD4Dnb6DbtIQV"
"1072",0,1,54,"Feminino",0,2,0,"R_zbStYcFDPihKp21"
"1073",0,1,25,"Feminino",0,2,0,"R_3F4Z2hEPgXySyKk"
"1074",1,1,21,"Masculino",0,1,3,"R_1hLrvAWFaC232gE"
"1075",0,1,42,"Masculino",0,2,0,"R_1GTQNx5Gp1C2W3l"
"1076",0,1,30,"Feminino",0,2,3,"R_3J9I5BKUwfYN70T"
"1079",1,1,37,"Feminino",0,2,0,"R_3KroaphqBfzS9wV"
"1080",0,1,40,"Feminino",0,2,3,"R_31tPmJ2XsVYT1cK"
"1081",0,1,23,"Feminino",0,2,0,"R_1FDJkmBKQc2gFtr"
"1082",1,1,35,"Masculino",0,2,0,"R_3fCSteyYBX2vO2B"
"1083",0,1,33,"Feminino",0,2,0,"R_1pRpS5FJsRTcb0Q"
"1084",1,1,20,"Feminino",0,2,0,"R_tSBSMtByYusoPTz"
"1085",1,1,30,"Feminino",0,1,2,"R_2dziBkqkske9tsB"
"1086",1,0,47,"Feminino",0,2,3,"R_1M0BrBo5bKnEe6K"
"1087",0,0,49,"Feminino",0,1,0,"R_2QKd07RMMawqObU"
"1088",1,1,50,"Masculino",0,1,0,"R_3FPDbxgvNofTpck"
"1089",1,0,48,"Feminino",0,1,0,"R_Y9pXNPxMDlp8H1D"
"1090",0,0,57,"Feminino",0,2,0,"R_3KwM0m4CGWA5rSd"
"1091",1,1,39,"Feminino",0,1,0,"R_3HY3dStBptv2mQm"
"1092",0,1,43,"Masculino",0,2,2,"R_3oHJ5N6rvfsJGrA"
"1093",1,1,39,"Masculino",0,2,0,"R_2OSyh5QwbHzcadZ"
"1094",0,0,49,"Masculino",0,2,0,"R_1pT3dalMlTPCE3P"
"1095",0,1,29,"Masculino",0,2,0,"R_SPlmoL49Z1yKzjb"
"1096",1,0,50,"Feminino",0,2,0,"R_3e9X9Sx0Vm0rjvs"
"1097",0,0,19,"Masculino",0,3,0,"R_2sduOsDjSYpFJJf"
"1098",1,1,39,"Feminino",0,2,0,"R_1dj1uIaqA6v0l5H"
"1099",0,1,25,"Feminino",0,2,0,"R_2t5PDSx2yvtGNeg"
"1100",0,0,45,"Feminino",0,3,0,"R_sSGN7LeCrjj5p2V"
"1101",1,1,44,"Feminino",1,2,0,"R_1EaqVqaTsCVpM8o"
"1102",1,1,34,"Feminino",0,2,0,"R_2QSxrDmklaTnkwc"
"1103",0,1,47,"Feminino",0,2,0,"R_1eQacqWy1txifq3"
"1104",0,1,23,"Masculino",0,3,0,"R_1zEIlF4TMcVAZ8J"
"1105",0,1,49,"Feminino",0,2,1,"R_300Kp8u5jHXf8pa"
"1106",0,1,19,"Masculino",0,2,0,"R_2pRV8XtsdZXwK52"
"1107",1,0,18,"Feminino",0,1,1,"R_1o5BmMuKJrlAoVP"
"1108",1,0,58,"Feminino",0,3,1,"R_1rOByjBaCVqbmuB"
"1110",0,1,36,"Feminino",0,3,0,"R_CgoyctVqnk5oeHf"
"1111",1,1,34,"Masculino",0,0,0,"R_3h0ij6tFig0ZTW6"
"1112",0,1,22,"Feminino",1,3,0,"R_31cGAtnxNAATeWa"
"1113",0,1,26,"Masculino",0,2,3,"R_VKKwRtSTvnVQBHP"
"1114",0,1,43,"Masculino",0,2,0,"R_1DTNaFv0jvdSDpO"
"1115",1,1,27,"Masculino",0,2,0,"R_1eDmWtPUxKOH7Fv"
"1116",0,0,21,"Feminino",1,2,3,"R_A4kUrIDQ4HL14Zz"
"1117",0,1,36,"Feminino",0,1,0,"R_115BfKJ3sTcTLCz"
"1118",1,0,24,"Feminino",1,2,0,"R_2t9DY3uEKDynltw"
"1119",1,1,56,"Feminino",0,3,0,"R_sTFV5cSwQPE8U7f"
"1121",0,1,29,"Feminino",0,2,0,"R_pDWvhWenWBaBttL"
"1122",NA,1,22,"Feminino",1,2,0,"R_3hG6nWrPeQcFy7u"
"1123",1,0,40,"Feminino",0,2,0,"R_DVnLony818xbVvz"
"1124",0,1,30,"Masculino",0,2,2,"R_3R4lIBr9ijMT8Sr"
"1125",0,1,21,"Feminino",0,2,0,"R_1JRbZYx6FTdc5RX"
"1126",0,1,22,"Feminino",0,2,0,"R_2V27RGrxtTiIs1Q"
"1127",0,1,37,"Feminino",0,2,0,"R_2zIJJwQEFlWvcwF"
"1128",NA,1,48,"Masculino",4,2,0,"R_12a9m3qEiSIvFGx"
"1129",0,1,34,"Feminino",0,2,0,"R_3lrUVA9jjQGtcoP"
"1130",1,1,21,"Feminino",0,2,0,"R_1Kl0IoIzyIrFV14"
"1131",1,1,21,"Masculino",0,2,0,"R_1CrbQSa8V0mpBb0"
"1132",0,0,20,"Feminino",1,2,0,"R_2t3lmRNhf13MPst"
"1133",1,1,37,"Feminino",0,1,0,"R_31yY4EOvWToyKnj"
"1134",0,1,22,"Masculino",0,2,1,"R_2wauvqEsJwv3pBV"
"1135",1,1,19,"Feminino",0,2,0,"R_3ozLsNkaXpub4Hh"
"1136",NA,1,20,"Masculino",1,2,0,"R_x0pk7LUOzKppQAN"
"1138",1,1,56,"Feminino",0,1,0,"R_7U7zVm0Hg4aMe8V"
"1140",0,1,22,"Masculino",0,2,0,"R_ykVCrlHROr99r4R"
"1141",1,1,25,"Feminino",0,2,0,"R_bj6DiHZZg7zbWxz"
"1142",0,0,44,"Masculino",0,1,0,"R_YY4jBVPKQ2eIIY9"
"1143",0,1,20,"Feminino",0,2,0,"R_2ujFNpRRTvITw2t"
"1144",1,1,51,"Masculino",0,1,0,"R_24OUyQEL14uzzMJ"
"1145",0,1,44,"Feminino",0,2,0,"R_3RvZlRdJNKSPInt"
"1146",0,1,30,"Masculino",0,1,0,"R_8ozrYu3KjyqDcuB"
"1147",1,0,49,"Feminino",0,1,0,"R_r6CxNSY9wuSr3Sp"
"1148",0,0,43,"Feminino",0,1,0,"R_vksIf3gvU0EZAAx"
"1149",0,0,47,"Feminino",0,1,3,"R_3I5LQKVDHtbtOOJ"
"1150",NA,1,36,"Feminino",0,2,3,"R_30x8eNSZCz8tOvx"
"1151",1,1,33,"Feminino",0,2,0,"R_qFz2rJq7CjANPi1"
"1152",0,1,30,"Masculino",0,0,0,"R_PYD3kAkjo3Wfxnz"
"1153",1,0,22,"Feminino",0,2,0,"R_03CwPD3meiYf2gh"
"1156",0,0,40,"Masculino",1,2,0,"R_9M59Gkpy4kwKJjz"
"1157",0,1,59,"Feminino",1,3,2,"R_1pFs2m8aqSD7lw2"
"1159",1,1,41,"Feminino",1,1,0,"R_12RpjMrEF2dUE7n"
"1160",1,1,22,"Feminino",0,2,0,"R_1LY8djsYC1hJUvw"
"1161",0,1,27,"Feminino",0,1,0,"R_0UMVbTVVwQ5LE4h"
"1163",0,1,61,"Feminino",1,4,0,"R_3PAAXfF3yR9k7sc"
"1165",0,1,40,"Feminino",0,1,0,"R_2YJKooX9F73UTka"
