"","hard","image","age","sex","income_ord","education_ord","nonresponse_choice_count","ResponseId"
"361",0,1,64,"Masculino",0,2,0,"R_3O7TyyUTzhJ7KWD"
"362",1,1,75,"Masculino",1,2,0,"R_1IbLAJUgEGMjZQ7"
"363",1,1,29,"Feminino",0,2,0,"R_1LnEJaIxLRC0VjB"
"364",0,1,35,"Feminino",0,3,0,"R_6ha5iPKlm493Cc9"
"365",1,1,35,"Feminino",1,3,1,"R_3GBUE1hQ2aLnQeV"
"366",0,1,18,"Feminino",0,2,0,"R_1EWCQlGP0Idzzkb"
"367",0,1,46,"Masculino",0,3,0,"R_PUiZcAXesJVc97r"
"368",0,1,22,"Feminino",0,1,0,"R_sR7yCmtpKTLQMX7"
"369",1,1,40,"Masculino",2,2,0,"R_brdMIuEiDaUHZst"
"370",0,1,32,"Feminino",0,2,0,"R_2QWWWfK9Us5b7l5"
"371",0,1,62,"Masculino",0,3,0,"R_1KsadXTHAAtprRe"
"373",0,1,38,"Feminino",0,2,0,"R_30bIWDX497hstN3"
"374",0,1,65,"Feminino",0,1,0,"R_2dGw9vLrgEDpHQ5"
"376",0,0,33,"Feminino",0,2,0,"R_1LoCobWJX5LxTBE"
"378",1,1,21,"Feminino",0,2,0,"R_1QfOBLon3cBi7Dp"
"379",0,1,58,"Masculino",2,3,0,"R_2tqW2gxJoW8SxuS"
"380",0,1,21,"Masculino",0,2,0,"R_12x7I5sQWyzOEe9"
"381",0,1,50,"Masculino",2,2,0,"R_2zOzaPzX6Pm9ffK"
"382",0,1,36,"Masculino",0,2,1,"R_3KN5P1v3urPChax"
"383",0,1,58,"Masculino",0,0,0,"R_emp2jPT9idmMe09"
"384",0,0,63,"Masculino",1,3,0,"R_r7qBNsFz9kT6ZkR"
"385",1,1,39,"Masculino",1,3,0,"R_3Gd3FA8lDtByStL"
"387",0,1,56,"Masculino",3,3,0,"R_1fdXPXJBOvv3SpM"
"388",1,1,52,"Feminino",2,3,0,"R_2SvJ1Ub7VvZhcyn"
"389",0,1,58,"Masculino",3,3,0,"R_3KUzsd604FuZgBp"
"391",1,1,23,"Feminino",0,2,3,"R_23eLKQWh9DQ9BGz"
"392",0,1,21,"Masculino",2,2,0,"R_1Edl4bD5HS3SOrU"
"393",0,1,55,"Feminino",1,4,0,"R_3PfgnD2i93Pr4lz"
"398",0,1,55,"Feminino",0,2,0,"R_1LpXYVqvnb02JI3"
"399",1,0,34,"Feminino",0,2,0,"R_2vchj1cFGzQGxQo"
"400",0,1,20,"Masculino",0,2,0,"R_2QnTwgemfRTsRUj"
"401",0,1,55,"Masculino",0,2,0,"R_25tqcrAy3yBrcQJ"
"403",0,1,35,"Feminino",0,3,0,"R_2QA1FFTNXkKsMch"
"411",1,1,61,"Masculino",2,2,0,"R_1obU0mtV1nycwny"
"413",0,1,33,"Masculino",0,2,0,"R_3MFMUl9qR5i5aNd"
"416",0,1,54,"Masculino",0,2,0,"R_2ts9yqcXfqMVMNf"
"418",1,0,20,"Feminino",0,2,0,"R_2b32hRsLmF9t3Xf"
"419",0,1,59,"Masculino",0,3,0,"R_3no2H4JCPsO1zZG"
"420",1,1,32,"Masculino",0,2,0,"R_22yRH6jYtD36gs1"
"422",0,1,55,"Masculino",1,2,0,"R_2B8M2VsmHt8yuFN"
"423",1,1,31,"Masculino",1,2,0,"R_1EXvnRzKePypmrf"
"424",1,1,22,"Feminino",0,3,0,"R_3g4VbVPGBlw1HkY"
"425",0,1,27,"Masculino",1,3,0,"R_2aeoeT2kohFxttI"
"426",1,1,35,"Masculino",0,2,3,"R_3HtyqdcmPchbjbV"
"427",0,1,56,"Masculino",1,2,0,"R_3dLl5ubjZbprKtD"
"429",0,1,21,"Feminino",1,2,0,"R_2QEPhTSNqmccILP"
"430",0,1,54,"Masculino",1,2,0,"R_1PU8Lu5wqYdWAyF"
"431",0,0,46,"Feminino",0,0,0,"R_2dEjPfkCHtzIuYm"
"434",0,1,41,"Masculino",0,2,0,"R_vkRIKUFqjPNotTb"
"435",0,1,31,"Feminino",2,3,0,"R_2ByrbWaQhcQrEk3"
"436",1,1,33,"Masculino",1,3,0,"R_3JmldSFpiVH3c0b"
"437",1,1,57,"Feminino",2,2,0,"R_31oBPLSFrj52Lpb"
"439",0,1,54,"Masculino",2,2,0,"R_1f7TZKK8vbWTCb0"
"441",0,1,62,"Masculino",2,3,0,"R_2pLdHaOZcL8cgAs"
"442",0,1,33,"Masculino",0,2,0,"R_2zMHT9vnC8n0jgM"
"443",1,0,31,"Feminino",0,2,0,"R_3m3Iqn4TMYh6FDE"
"444",1,1,59,"Masculino",2,3,0,"R_7adEvSxkFFIPTTb"
"445",0,1,58,"Masculino",2,3,0,"R_3QMnPzoYuzvQ5wR"
"446",0,1,60,"Masculino",0,1,0,"R_3fqnVMWPjFiiYzd"
"447",0,1,48,"Feminino",1,2,0,"R_26fh3kfM4OIYbbA"
"448",1,1,34,"Feminino",0,3,0,"R_3J1SaJD0EPTF4Ia"
"449",0,1,47,"Masculino",1,4,0,"R_2VwEywUMd5LFBlR"
"450",0,1,31,"Masculino",0,3,0,"R_3gYM4YcJWEXYMF4"
"451",0,1,64,"Feminino",0,1,0,"R_10TVIs4TLuCa9bY"
"452",1,1,61,"Masculino",0,2,0,"R_1duFK9JMv3IYNmO"
"453",0,1,32,"Feminino",0,3,1,"R_2ymivU1cWF3lWbN"
"454",0,1,46,"Masculino",1,3,0,"R_3hmQoJcCV1BXvSE"
"455",0,1,24,"Feminino",2,3,1,"R_yBVjUYE93M5gEbD"
"457",0,1,49,"Feminino",0,2,0,"R_3JyjjeqHMiToi1c"
"458",1,1,62,"Feminino",0,3,0,"R_3fDis8ee6omm5vm"
"459",0,1,28,"Feminino",1,1,0,"R_2aaI4iSBXx8QHzq"
"460",0,1,33,"Masculino",2,2,0,"R_1jvLIV7cdabXV3s"
"461",0,1,24,"Feminino",0,1,0,"R_2q1org1SAgkDcG5"
"464",1,0,45,"Masculino",2,4,0,"R_x5AneCzYPs5V46R"
"465",1,0,23,"Feminino",0,2,0,"R_7TBiPnkIlga8yKR"
"466",0,1,38,"Masculino",2,2,3,"R_27VGcPrEOBhzBMz"
"467",0,1,56,"Masculino",2,2,0,"R_plwWoGBENV86rf3"
"468",0,1,25,"Feminino",0,2,0,"R_3Du8lhbxbuvR2Tl"
"469",0,1,52,"Masculino",0,3,1,"R_1rixUhExZltRkpu"
"470",0,1,38,"Feminino",0,3,0,"R_DSnWLE92zeSArIJ"
"471",0,1,55,"Masculino",1,3,0,"R_3QPZQ2We6BotONW"
"473",0,1,56,"Masculino",3,3,0,"R_qBWP8IHo53oXgjv"
"474",0,1,26,"Feminino",0,1,0,"R_2QRNFsdLg4l8GiY"
"475",1,0,21,"Feminino",0,2,0,"R_2333Ww06zjj81Hm"
"476",0,1,32,"Feminino",0,2,0,"R_33ya8RLri0Z0hD4"
"477",0,1,56,"Feminino",2,3,0,"R_1BRuwr4PdfOxnNT"
"478",0,0,61,"Feminino",2,3,0,"R_2P0WGiZls7wt2O0"
"479",0,1,29,"Feminino",0,2,0,"R_2v7VAJRpSXMToA6"
"480",0,1,50,"Masculino",1,2,0,"R_3nPi632rFt7nYOp"
"482",1,1,46,"Feminino",0,3,0,"R_XY3ohBxJzJT2K7n"
"484",0,1,57,"Feminino",1,3,0,"R_2S16f1EiQoxnhxO"
"485",0,0,50,"Masculino",0,2,0,"R_10xEgJLAOranMwH"
"486",1,1,36,"Feminino",2,4,0,"R_SWd3VinqtaIFJ5v"
"488",1,1,33,"Masculino",0,2,0,"R_3iwZoZqYITDMXvc"
"490",1,0,36,"Masculino",0,2,0,"R_yDdh2HTNxNOoQMh"
"491",0,1,54,"Masculino",0,2,0,"R_T1UaCjSZ1LnQ47f"
"492",1,1,52,"Feminino",1,2,3,"R_1FRKOqAd5qeQdbK"
"493",0,1,41,"Masculino",0,2,0,"R_3kbn6OyX3ugI65Z"
"494",0,1,43,"Masculino",2,3,3,"R_w4rGETBW60v0cwx"
"496",1,0,51,"Feminino",0,2,0,"R_1C3G2fHiqs4ZUdI"
"497",1,0,59,"Masculino",1,1,0,"R_2CIKoKBaA4dIAyN"
"498",0,1,38,"Feminino",0,1,1,"R_1pma6eaTlb9FFOy"
"499",1,1,28,"Masculino",4,2,0,"R_2t52sY8x5c1ktJ4"
"500",0,1,59,"Masculino",1,1,0,"R_12tnfzWZyk7aAxG"
"501",0,0,49,"Feminino",2,2,1,"R_7NDZCjFHzrYqw4V"
"503",1,1,21,"Masculino",1,2,0,"R_UKeq0nSgdySyAnf"
"504",0,1,31,"Feminino",1,3,0,"R_1dEUy2vZB5FYudR"
"505",0,1,57,"Feminino",3,2,0,"R_3fcofElhmuC9QHF"
"506",0,1,22,"Feminino",1,2,0,"R_O9lUmz2jTB1OFnH"
"507",0,1,18,"Masculino",1,2,0,"R_sItLvZkLSN9aF7b"
"508",0,0,63,"Masculino",2,1,0,"R_e9GVocsNzlKoXfP"
"510",1,1,35,"Masculino",0,1,0,"R_2WGQHbVshaanux3"
"512",1,1,46,"Feminino",0,2,0,"R_ps00ulIS8v8ROMx"
"514",0,1,24,"Masculino",0,2,0,"R_3OctKxuuMwhh6YE"
"515",0,1,38,"Masculino",1,2,0,"R_9ZhyMoMvRhduvXX"
"516",1,1,37,"Masculino",0,2,0,"R_OOmV57EP1sGcQlr"
"517",1,1,28,"Feminino",0,3,0,"R_AstiBPI7ohboSyt"
"518",0,1,55,"Feminino",1,3,0,"R_1QFyMX1Jc4XbTdM"
"519",0,1,30,"Feminino",2,3,0,"R_233IMuZIosrssQ9"
"520",0,1,57,"Masculino",1,1,0,"R_24edP9JHk6s6s57"
"521",1,1,38,"Feminino",3,3,0,"R_cGhUYRQM7P41CGB"
"522",0,1,36,"Feminino",2,3,0,"R_1eUxoFtq5c7YoVZ"
"523",1,1,30,"Feminino",0,2,0,"R_24x5ROXjRpHinMN"
"524",0,1,62,"Masculino",0,2,0,"R_77o70DqIvrYOC1r"
"526",1,1,51,"Masculino",3,3,0,"R_eaPnSAUS7Wcnwit"
"527",0,1,31,"Feminino",1,2,0,"R_2pJiolLQozcjlUM"
"529",0,1,39,"Masculino",1,2,0,"R_pitWApuChrfZDgt"
"530",0,1,60,"Masculino",1,1,1,"R_1pYgI22yN5Qa7CC"
"531",1,1,54,"Masculino",2,2,0,"R_1esftcNkN4Oz4TT"
"532",0,1,33,"Feminino",0,2,0,"R_278Pv7HwKDgP29H"
"533",0,0,33,"Masculino",1,1,0,"R_1C1qVxyi0PoiHbw"
"534",0,0,31,"Masculino",0,1,1,"R_2tW8kGOokNLhi3T"
"535",1,1,33,"Feminino",1,2,0,"R_1gowoJC7IrNoj73"
"536",0,0,61,"Feminino",0,2,0,"R_1gCuykxd5b5kkMm"
"537",0,1,54,"Masculino",3,3,0,"R_TcKb9QdO8Fj3H3z"
"538",1,1,57,"Feminino",1,3,3,"R_5jMTKQVDodIPzgd"
"539",0,1,55,"Masculino",3,3,0,"R_11doy7I6IkFMwYb"
"540",1,1,23,"Masculino",0,2,0,"R_3qpucB7FhsnozQj"
"542",0,1,46,"Masculino",2,3,0,"R_xxD992kYyPwRNpT"
"543",1,1,18,"Feminino",2,2,0,"R_2eaObSxYM2AvWGr"
"544",0,0,32,"Masculino",1,2,0,"R_2aK7qDVbDPkelr4"
"545",0,0,36,"Feminino",2,3,0,"R_3I3Hz8c0YJ2bAsi"
"546",0,1,31,"Masculino",0,3,0,"R_1jEfRnQOQENTD1u"
"549",0,1,20,"Feminino",0,2,0,"R_12PdPBqhUfIVkj8"
"550",0,0,25,"Feminino",0,3,0,"R_5gKminscr5YcaEF"
"551",0,1,61,"Masculino",0,2,0,"R_2Qfw4jNAkPJ2dB0"
"552",1,1,21,"Feminino",0,3,0,"R_2PuuoZMDX1W7j2h"
"553",0,1,29,"Feminino",0,1,0,"R_21tzTIQp53MCUiC"
"554",1,1,36,"Masculino",1,3,1,"R_RVVygWikEbQXmO5"
"555",0,1,59,"Feminino",2,3,0,"R_UolxB1KTlAzNJkd"
"556",1,1,18,"Feminino",3,1,3,"R_3dLCIHT4Jo2bR5t"
"557",1,1,59,"Masculino",1,2,0,"R_2TpEHe1haJhRMVz"
"558",1,1,22,"Feminino",0,3,0,"R_b9fRsYyCaVy36VP"
"559",0,1,54,"Feminino",1,2,0,"R_3Oq61Yoi7M4NHt5"
"560",1,1,59,"Masculino",1,2,0,"R_2QnbqJQ0qF4l6Wr"
"561",1,1,22,"Feminino",0,2,0,"R_2376i5Imer5ZPmZ"
"562",0,1,50,"Masculino",1,3,0,"R_2zYDbtoII1i9HIQ"
"563",1,1,58,"Feminino",2,2,0,"R_2dzmvYJ6yV8vKrC"
"564",0,1,64,"Masculino",1,2,2,"R_3Pjnd95Rlg7mi7o"
"566",0,1,35,"Feminino",0,2,0,"R_1geIATJgt1tBZme"
"567",1,1,18,"Masculino",0,1,0,"R_ThLqwMNt70ljhOF"
"569",0,1,22,"Masculino",0,2,1,"R_3PC4iZ6IpueDRBA"
"570",1,0,49,"Feminino",1,2,0,"R_2Tw1JxGPX4xMTyX"
"571",1,1,29,"Masculino",1,2,0,"R_UGRbCYdmfLMyNot"
"575",1,0,41,"Masculino",1,2,0,"R_6nHuWEz06xdYHiF"
"576",0,1,59,"Masculino",1,1,0,"R_3fdwcTj6YQuoxrC"
"577",1,1,60,"Masculino",1,2,0,"R_yBCm3QCIPWvRaaB"
"578",0,1,56,"Masculino",0,2,0,"R_2ZJN9gU1xWS75xa"
"579",0,0,36,"Masculino",0,2,0,"R_VWQZru6uZdJkuxX"
"580",1,1,23,"Feminino",0,2,3,"R_2YyXyGo3PrXYKDY"
"581",0,1,56,"Feminino",0,2,1,"R_9mKU21NUQkRpCN3"
"584",0,1,63,"Masculino",1,3,0,"R_2rCS0e3pRumYoE2"
"585",0,1,55,"Feminino",2,3,0,"R_shUlTZPBFzwES6l"
"586",1,0,48,"Masculino",1,1,0,"R_uwyAZnDt6C7ty4V"
"588",1,1,43,"Masculino",2,3,0,"R_1P67ZOPR9q0U0bw"
"589",1,1,56,"Masculino",2,3,0,"R_6lEIHWXRSlIWkZr"
"590",0,1,58,"Masculino",0,2,0,"R_3dSuklTyCpK5LZO"
"591",0,0,44,"Masculino",0,2,0,"R_6PZxm5CQ2O2Q9LX"
"592",0,1,37,"Masculino",1,2,0,"R_bgcLL6I8my7ikW5"
"593",0,1,34,"Feminino",1,2,0,"R_332qwGnVa0HWKje"
"594",1,1,20,"Masculino",0,2,0,"R_331KaRyXtiN59Tn"
"595",1,1,60,"Feminino",1,3,0,"R_3NHPSViI3BQcAQM"
"596",1,1,21,"Feminino",0,2,0,"R_3hhTL9c1Iovz9px"
"597",0,1,27,"Feminino",0,2,0,"R_2V1kfZmKxIMk4Bq"
"598",1,0,45,"Feminino",0,1,0,"R_3ExOdaetlVPoJCm"
"599",0,1,36,"Feminino",0,3,0,"R_1g1Mjop7vXJeHSL"
"601",0,1,54,"Masculino",1,2,3,"R_12R66w5yV1hLWhT"
"602",0,0,59,"Feminino",0,2,0,"R_OpLnWV2x1YNBbK9"
"603",0,0,58,"Masculino",0,1,0,"R_3oFRb3Qm811UrXn"
"604",0,1,36,"Masculino",0,2,0,"R_1db67TgfLATXMuK"
"605",0,1,30,"Feminino",0,2,0,"R_3vXprh5UNmQpukV"
"606",0,0,61,"Masculino",2,2,1,"R_UoQ7OXVCJbO7RwB"
"607",1,1,34,"Masculino",0,3,0,"R_1IyFSuYVSyi5BHC"
"611",0,1,29,"Masculino",1,2,0,"R_21ADMKmsN6JcZEf"
"612",0,1,63,"Feminino",1,2,0,"R_02hi3ZXRlPxAHDj"
"613",0,1,63,"Masculino",2,3,0,"R_2XaPrVU3nMEPNLz"
"615",1,1,19,"Masculino",0,2,2,"R_3lt3ONVnfCjKgU6"
"617",1,1,46,"Masculino",0,2,0,"R_3OVgc6KjezfSSEp"
"621",0,1,30,"Feminino",1,3,0,"R_2712UAB1bZgPKgY"
"622",0,1,55,"Feminino",1,3,0,"R_1k22NOOm73kS8zN"
"623",NA,1,45,"Masculino",0,NA,1,"R_3fWeDhI1589Z3fh"
"624",0,0,55,"Masculino",0,2,0,"R_1MXr17QsYKcQNKp"
"625",0,1,20,"Masculino",0,2,0,"R_3lJGcbC2aG4CAyY"
"627",0,0,22,"Masculino",0,2,0,"R_2DM3AhZ8Mk0wyJw"
"628",1,1,62,"Feminino",1,2,0,"R_1dlSwXWEux31Sd4"
"629",0,1,33,"Feminino",2,2,0,"R_3oI1PS0a7IrqzZE"
"630",0,1,59,"Masculino",1,2,0,"R_3nkKHnM0mkTQiAB"
"632",0,0,61,"Feminino",1,1,3,"R_3k7AOz2lY1zR0Wy"
"634",0,1,63,"Feminino",1,3,1,"R_1IaDSZry9hfRGTn"
"636",NA,1,44,"Masculino",0,2,3,"R_338TwxnkyYenKcR"
"637",1,1,48,"Feminino",0,2,0,"R_1QoR6ys4YeRT6k4"
"638",0,0,25,"Masculino",2,2,0,"R_3eehtFBOHCUn0EX"
"640",0,1,55,"Masculino",3,2,0,"R_25TT9jBxuOMejDO"
"641",0,1,30,"Feminino",0,3,0,"R_2eRrX4CWbUJ6w2t"
"642",0,1,58,"Masculino",3,3,0,"R_3Of7ReaAJlrtHx4"
"643",0,1,53,"Feminino",0,1,0,"R_3EQONn5qV5qiPD7"
"644",0,1,59,"Masculino",1,1,0,"R_9LcGzO4sKGzsdjz"
"645",0,1,55,"Masculino",0,2,0,"R_1nW8uXh1dxNSA3L"
"646",0,1,47,"Feminino",0,2,0,"R_2VrqSxW8JlkSg3T"
"647",1,1,60,"Masculino",1,1,0,"R_2Yonl8a2CK5dC6N"
"648",0,1,43,"Feminino",0,3,0,"R_23dzONAgRmlzOT2"
"649",1,1,60,"Feminino",1,2,0,"R_Q9TKmM9n6QlfAYh"
"650",0,0,42,"Masculino",1,2,0,"R_20Yd58grK2KLpwS"
"651",1,1,45,"Masculino",2,4,0,"R_1kZcOzZMOBPUHUU"
"652",0,1,39,"Feminino",0,2,0,"R_1oec2WplPWehRc2"
"653",0,1,38,"Feminino",0,2,2,"R_uwEFAbZhqgPVStX"
"654",0,1,50,"Masculino",0,2,0,"R_eXRBuIGXfeGltYd"
"655",0,1,63,"Feminino",0,2,0,"R_xfNBZ0Sqk0AGKo9"
"656",0,0,25,"Feminino",0,3,0,"R_1DShSDlIeKipbgZ"
"657",1,1,45,"Masculino",1,3,0,"R_2udI4qvNwao8kI9"
"658",0,1,56,"Masculino",1,2,0,"R_1onBJphI8L7lgN0"
"659",0,1,33,"Feminino",0,1,0,"R_3kgCptAEK0K2AXC"
"660",1,0,23,"Masculino",0,2,0,"R_3kO1czVDXgeLk6d"
"661",0,1,27,"Feminino",1,2,0,"R_2c6qfXE3wsQ4KWG"
"662",1,0,23,"Masculino",0,2,1,"R_3qJZhTlqToGJ6yl"
"663",0,1,56,"Feminino",1,2,0,"R_3kOg3D5gkjDCL6U"
"664",0,1,52,"Masculino",1,2,0,"R_UWumdDqAIX4jJv3"
"665",1,1,53,"Masculino",1,2,0,"R_2rl09uE7rXTqwL7"
"666",1,1,53,"Feminino",0,1,0,"R_1QK76sdIxwm7id6"
"667",1,1,46,"Feminino",0,3,0,"R_1Y9ODEeQ7BgJNFn"
"668",0,0,57,"Feminino",0,3,0,"R_73uLxXfCMjhN8tP"
"669",1,1,58,"Masculino",1,2,0,"R_308mYkhIpIcuBqi"
"670",0,1,47,"Feminino",0,1,0,"R_wMYPZdVDovLfEMF"
"671",1,1,56,"Masculino",1,1,0,"R_1E1hD5LCg9iszWR"
"672",0,0,44,"Masculino",2,2,0,"R_25zSa0m36DiB00f"
"673",1,1,62,"Feminino",0,3,0,"R_3PiTpfzKE79gJvQ"
"674",1,1,38,"Feminino",0,3,0,"R_5BwdyR9ND0etJrb"
"675",0,1,60,"Masculino",1,2,0,"R_3qUWnlNxKxRdHbG"
"676",1,1,63,"Feminino",1,2,0,"R_29fRfKMyUuQEp33"
"677",1,1,56,"Feminino",0,1,0,"R_3HSSZF2CifM5HJc"
"678",1,1,58,"Masculino",0,3,0,"R_2S2jkBBFXIy4lpu"
"679",1,1,36,"Feminino",0,2,0,"R_vwu3UwYqLQVHU4N"
"680",1,1,51,"Feminino",0,2,0,"R_1hYxxbWXUALMv1m"
"681",0,1,38,"Feminino",0,1,0,"R_6sp9KDbmFyneIEx"
"682",0,1,18,"Masculino",0,2,0,"R_27rLoBac5Suit7o"
"683",1,1,18,"Masculino",0,2,0,"R_1dnwgrzs9vhYCkD"
"684",1,1,19,"Feminino",0,2,0,"R_2XaKXhi90U4wCAe"
"686",1,1,55,"Masculino",1,3,0,"R_2XoOdsFu6JsslHc"
"687",1,0,28,"Feminino",2,3,0,"R_WCCp5Vnbb4W7Veh"
"688",0,1,46,"Masculino",1,2,0,"R_1LZ6drjdY0Blapr"
"689",0,1,37,"Masculino",0,2,0,"R_YbMZCUEzISa7gBz"
"690",0,0,64,"Feminino",1,2,0,"R_sChreDgLznG4kGB"
"691",0,1,35,"Masculino",0,2,0,"R_3R7sVRLyjgDHM2z"
"694",1,1,38,"Masculino",0,1,0,"R_214EziqoAXx0AET"
"695",0,1,61,"Masculino",1,3,0,"R_blsJ76tDVTSeEtb"
"698",1,1,42,"Feminino",0,3,0,"R_1PYrVjAcCrenXcb"
"700",0,1,31,"Feminino",1,3,0,"R_1QFxenhJaYlxwzz"
"701",1,1,60,"Masculino",1,4,0,"R_wNtjO3u6p4l7iGR"
"703",1,1,55,"Masculino",2,2,0,"R_bEHEIoqmU6hb0eB"
"704",0,1,21,"Masculino",0,2,0,"R_2CHcxP5okwxGGbS"
"705",1,1,22,"Masculino",1,0,3,"R_1FROneGlcvfhcjH"
"709",0,1,30,"Masculino",0,2,3,"R_3P4wnF05w95ii2p"
"710",1,1,21,"Feminino",1,2,0,"R_AB5yPxaW6y4Y1fX"
"712",0,0,58,"Feminino",1,3,0,"R_3iQlNMiTwATnjnS"
"713",1,1,24,"Masculino",2,3,0,"R_2v19CHPbjsMpwWD"
"714",0,1,20,"Feminino",0,2,0,"R_2y94xHhmuTNDXoJ"
"716",1,0,51,"Masculino",0,1,0,"R_1rCXFsPlyWrx16S"
"717",0,1,53,"Feminino",0,3,0,"R_1N4SneTil7mmgLX"
"718",0,1,21,"Masculino",0,2,0,"R_3KoQDjEGlTatobd"
"719",0,0,36,"Feminino",0,3,0,"R_3EWiht8Rt01vGgh"
"720",1,1,23,"Masculino",0,2,0,"R_11bYMoFO6amBPgI"
"721",0,1,24,"Masculino",1,3,0,"R_3oYCQOHoYLuVkBc"
"722",0,1,53,"Feminino",0,2,2,"R_6fhImHIuWQ2qEiR"
"723",0,1,33,"Feminino",0,2,0,"R_3s1FaWhfeTv0AXQ"
"724",0,0,23,"Masculino",0,2,0,"R_24bMfy0MXrlkJ3c"
"725",1,1,22,"Masculino",0,2,0,"R_3memL0SM0zVYDzI"
"726",1,0,62,"Masculino",1,2,0,"R_eL6hNpsVNFOlm4p"
"727",0,1,50,"Masculino",0,1,0,"R_3lDHPMGMU7tSoEh"
"728",1,0,35,"Feminino",0,1,0,"R_1IYkz6WKjaskMVG"
"729",0,1,20,"Masculino",0,2,0,"R_XIeWqhwm4twY2ch"
"730",0,1,23,"Masculino",0,2,0,"R_2uWN0OX5AqaBfp4"
"731",0,1,21,"Masculino",0,1,0,"R_2s6nqMsBRG6pj50"
"732",0,0,24,"Feminino",1,2,0,"R_1f2UY68FhiGuUqd"
"733",0,1,23,"Feminino",0,2,0,"R_2v7dHYNCiI8yrJX"
"734",0,1,24,"Masculino",0,3,0,"R_Xn6GcFdqa9drvfb"
"735",1,1,21,"Feminino",0,1,0,"R_O1LnwEDUgY7GEhz"
"736",1,0,51,"Masculino",0,2,0,"R_1rwF7fSyZeVz1ww"
"737",0,1,24,"Feminino",0,2,0,"R_DCN53ZcgoJbeqqJ"
"738",1,0,29,"Feminino",0,2,0,"R_3E9ZX5wSDQ3FCz6"
"739",0,1,18,"Masculino",0,2,0,"R_3lsnZIsEJpZmn5Q"
"740",1,1,24,"Feminino",0,2,0,"R_3iOOFyGV2cKIpiR"
"741",1,1,24,"Feminino",0,2,0,"R_2B8pXCRf8MCoowx"
"742",1,0,18,"Feminino",1,2,0,"R_3eaCNw8gji7iTEq"
"743",1,1,18,"Masculino",1,1,0,"R_03zlm1tvQVDzcn7"
"744",0,1,43,"Feminino",0,2,0,"R_3HZXGiEUoBlamDu"
"745",1,1,46,"Feminino",0,1,0,"R_3MG36nVdAOm6ug4"
"746",1,1,22,"Masculino",0,2,0,"R_2QfY5jQBJTWg51D"
"747",0,1,20,"Masculino",0,2,0,"R_2QLPPmv3qLqVoBH"
"748",0,0,19,"Feminino",0,2,0,"R_UQutCWqtFE3r8hH"
"749",1,1,36,"Feminino",0,2,0,"R_yQlw8agKAnCMOIh"
"751",NA,1,23,"Feminino",0,2,0,"R_2CE66TAmvjLkk5i"
"752",1,1,20,"Feminino",0,2,1,"R_3KZX69xidOyzTNq"
"753",0,0,24,"Feminino",0,3,0,"R_doFFhr9GioqXWX7"
"754",0,1,24,"Masculino",1,2,0,"R_1GxdlFR4AQljdi4"
"755",1,1,20,"Masculino",0,1,0,"R_3egFgxB3hdW5MFH"
"756",1,1,18,"Feminino",0,1,0,"R_shZW1qzSYzqYIH7"
"757",0,1,53,"Masculino",0,1,2,"R_3Ess7WkvX326shQ"
"758",0,1,24,"Masculino",0,2,0,"R_2PvSXX5SsylqAPK"
"759",0,1,35,"Masculino",1,2,0,"R_3wPteN8wlgyhSAp"
"760",0,1,21,"Feminino",0,2,0,"R_1rNrOdcYXqA5gat"
"761",1,1,19,"Feminino",1,3,0,"R_SGIPYN2MztyLJsZ"
"762",0,1,20,"Masculino",0,1,0,"R_1o6kfDf2brTGTeJ"
"763",0,1,18,"Masculino",0,2,0,"R_1PSJeX0T7Rm2rVu"
"764",1,0,18,"Masculino",2,2,1,"R_30rd7FkESw2YauR"
"765",0,1,18,"Masculino",0,1,0,"R_wQQpCdQeOIpdCQF"
"767",0,0,25,"Feminino",0,2,0,"R_1BRENrAabF3Wd4k"
"768",0,1,21,"Feminino",0,2,0,"R_22xdr0BArTXOYkB"
"769",1,1,54,"Feminino",0,2,0,"R_Y0t9ov5Q0UBkeLT"
"770",0,1,44,"Masculino",0,1,1,"R_2bP0uT4lE8qFBDf"
"771",0,1,35,"Feminino",0,1,0,"R_29KsOWy8SCg8zyV"
"772",1,1,25,"Feminino",0,2,0,"R_2fa2971DUxhtM0V"
"773",0,1,21,"Feminino",0,2,0,"R_1BPBb5sWi8rUC0U"
"774",0,1,24,"Feminino",0,2,0,"R_2ZKVoCV4wh6rt54"
"775",1,1,21,"Masculino",1,3,0,"R_1QDCEWyM7wiRfWi"
"776",1,1,27,"Feminino",0,2,0,"R_1mrSUp2M1BYUKUK"
"777",0,0,20,"Feminino",0,2,0,"R_3elzvLH3zdCn4Y5"
"778",0,1,53,"Masculino",0,0,0,"R_10NKoz60KG34Lb5"
"779",1,1,23,"Feminino",1,3,0,"R_2TQKtAiACG7MVhL"
"780",1,0,22,"Feminino",0,3,0,"R_2VpRBCC3h6A87h6"
"781",0,1,22,"Feminino",0,2,0,"R_2aY0weQlsKR4h0Z"
"782",1,0,24,"Feminino",0,2,0,"R_1qgiEij4t72n7Na"
"783",1,1,53,"Feminino",0,2,0,"R_2RXqA8aZ5Z1ElkI"
"784",1,1,20,"Masculino",0,2,0,"R_2R9VcmWeJOsXssE"
"785",0,1,21,"Masculino",0,2,0,"R_2SHpPUpRLvajimq"
"786",1,0,35,"Masculino",0,2,0,"R_2uyeaoglGIHqIIs"
"787",1,1,47,"Masculino",0,1,0,"R_1OpebQk5W3ifACi"
